"","labels","p1","p2","p3"
"69",-1,4.1785314399749,-3.34176541306078,0.83676602691412
"70",-1,35.6612514145672,-33.2329081557691,2.42834325879812
"71",1,14.3666137335822,-8.58038425911218,5.78622947447002
"72",-1,12.0918671053369,-9.28718065726571,2.80468644807115
"73",-1,30.3880228835624,-26.3229990203399,4.06502386322245
"74",1,11.7857754707802,-6.41713031451218,5.36864515626803
"75",-1,20.8036216651089,-17.9032248142175,2.90039685089141
"76",1,28.0877210153267,-20.1524874242023,7.93523359112442
"77",-1,14.9280559970066,-13.2442110450938,1.68384495191276
"78",-1,15.9027789300308,-11.9006995717064,4.00207935832441
"79",1,21.5491056372412,-13.0407185177319,8.50838711950928
"80",1,36.8306873261463,-28.9566676237155,7.87401970243081
"81",-1,4.44679136620834,-4.17323116911575,0.273560197092593
"82",1,7.60930961812846,-0.367127015488222,7.24218260264024
"83",1,5.51040479564108,-0.608620721613988,4.90178407402709
"84",-1,35.8568424487021,-34.5946902653668,1.26215218333527
"85",-1,17.3039291531313,-14.6311221725773,2.67280698055401
"86",1,16.6563659557141,-10.4371485835873,6.21921737212688
"87",1,35.2377630025148,-30.1997311413288,5.03803186118603
"88",-1,40.0624601647723,-37.0938790857326,2.96858107903972
"89",-1,11.4869076176547,-7.11690142983571,4.37000618781894
"90",-1,28.7275878118817,-25.8747397025581,2.85284810932353
"91",-1,15.0505174591672,-12.3956723243464,2.65484513482079
"92",-1,15.2502588159405,-9.80451191077009,5.44574690517038
"93",1,32.2960148041602,-26.7688108945731,5.52720390958712
"94",-1,25.7788949948736,-22.964041295927,2.81485369894654
"95",-1,9.81385493767448,-9.6918399434071,0.122014994267374
"96",-1,27.0772921701428,-24.817217286909,2.26007488323376
"97",1,12.2629870369565,-2.71158269722946,9.55140433972701
"98",-1,2.98854347318411,0.264588855206966,3.25313232839108
"99",-1,18.6624430236407,-18.1297369371168,0.532706086523831
"100",1,28.7691022176296,-19.1616620589048,9.60744015872478
"101",1,8.65589221357368,-0.887692967662588,7.76819924591109
"102",1,38.9401706389617,-32.1167013526428,6.82346928631887
"103",-1,14.8899076110683,-12.0827529975213,2.80715461354703
"104",1,29.5339488331228,-22.1544269938022,7.37952183932066
"105",1,19.3192696745973,-13.8512701925356,5.46799948206171
"106",1,6.81549359345809,0.13298953184858,6.94848312530667
"107",-1,9.83970554545522,-6.26663815230131,3.57306739315391
"108",-1,9.0728290413972,-6.30476442747749,2.76806461391971
"109",-1,11.9653506821487,-8.03063857718371,3.934712104965
"110",1,20.2778576046694,-12.3706873774063,7.90717022726312
"111",1,36.6676684399135,-29.7724233451299,6.8952450947836
"112",1,33.5487394023221,-28.1329761829693,5.41576321935281
"113",-1,8.93307468970306,-8.66058592568152,0.272488764021546
"114",-1,3.70829624822363,-0.556845909450203,3.15145033877343
"115",-1,1.1740483797621,-0.401599548058584,0.772448831703514
"116",-1,30.4791898163967,-26.5898965043016,3.88929331209511
"117",1,22.3026737442706,-16.5632741840091,5.73939956026152
"118",-1,25.0220779085066,-22.824301054934,2.19777685357258
"119",1,29.3631460866891,-19.8313981317915,9.53174795489758
"120",-1,0.657990035833791,-0.581368821440265,0.0766212143935263
"121",-1,29.9260178895202,-25.8275129145477,4.09850497497246
"122",1,31.3068664295133,-23.7184839101974,7.58838251931593
"123",-1,24.0659453894477,-19.6978988696355,4.3680465198122
"124",1,11.2249057274312,-2.52386412583292,8.70104160159826
"125",1,24.2781017220113,-16.4727540628519,7.80534765915945
"126",1,34.0713436005171,-26.0273841547314,8.04395944578573
"127",1,41.6665530612227,-32.9502199555282,8.7163331056945
"128",-1,13.9440830296371,-13.4589410328772,0.485141996759921
"129",1,30.2069836203009,-20.4142529238015,9.79273069649935
"130",1,16.1363888904452,-9.63000064715743,6.5063882432878
"131",1,34.055645983899,-28.4734879841562,5.58215799974278
"132",1,31.3171945873182,-25.8533588622231,5.46383572509512
"133",-1,9.73999273381196,-6.4898202533368,3.25017248047516
"134",1,42.6464810024481,-33.0479244526941,9.59855654975399
"135",-1,34.2599834525026,-30.855590084102,3.40439336840063
"136",1,42.7120234444737,-36.1335020884871,6.5785213559866
"137",1,32.4593931529671,-23.6720930878073,8.7873000651598
"138",1,22.6965358515736,-15.1224799046759,7.57405594689772
"139",1,29.2061116266996,-24.3366207089275,4.86949091777205
"140",1,31.7053816269618,-22.9891904455144,8.71619118144736
"141",1,13.2325860217679,-4.163829915924,9.06875610584393
"142",1,12.3112421517726,-6.89778409549035,5.41345805628225
"143",-1,37.3689345829189,-36.8224456347525,0.54648894816637
"144",1,28.2776908983942,-18.4897160867695,9.78797481162474
"145",1,22.1231363574043,-15.9308990044519,6.19223735295236
"146",1,27.0664599351585,-20.1069941930473,6.95946574211121
"147",-1,12.2052165842615,-10.3800412104465,1.825175373815
"148",-1,30.3914419340435,-26.2481042591389,4.14333767490461
"149",1,9.72566023119725,-1.17026409483515,8.55539613636211
"150",-1,41.3075041968841,-37.0317111897748,4.27579300710931
"151",-1,16.8209109862801,-13.5414665343706,3.27944445190951
"152",1,6.05844936799258,3.26331238728017,9.32176175527275
"153",-1,10.8776393474545,-9.49659819365479,1.38104115379974
"154",-1,0.907019664300606,0.751391228986904,1.65841089328751
"155",1,39.4428195839282,-32.6032307336573,6.83958885027096
"156",1,42.9289677727502,-34.5204986457247,8.40846912702546
"157",1,13.9295786176808,-7.79311944497749,6.13645917270333
"158",1,41.5195688174572,-31.989694746444,9.52987407101318
"159",1,13.5021113010589,-6.44311420968734,7.05899709137157
"160",-1,37.9386078706011,-34.1325030522421,3.80610481835902
"161",-1,40.5790079012513,-36.448553558439,4.1304543428123
"162",1,18.732845315244,-9.38953809672967,9.34330721851438
"163",-1,23.7001235992648,-20.820799281355,2.87932431790978
"164",-1,12.587434068555,-7.93612087494694,4.65131319360808
"165",-1,19.2483133706264,-17.8515145857818,1.39679878484458
"166",-1,38.9558868983295,-36.9028486369643,2.05303826136515
"167",1,23.8506344193593,-15.4424564307556,8.40817798860371
"168",1,32.0506190939341,-22.6244190090802,9.42620008485392
"169",1,31.7307072668336,-24.6466614329256,7.08404583390802
"170",-1,9.29388865013607,-7.51549254055135,1.77839610958472
"171",1,5.43895278824493,1.36860363883898,6.80755642708391
"172",-1,6.98115584091283,-6.41706441878341,0.564091422129422
"173",-1,4.05068727326579,0.0582351919729263,4.10892246523872
"174",1,11.8513209326193,-5.35934269893914,6.49197823368013
"175",-1,33.7516905192751,-28.7379513669293,5.01373915234581
"176",-1,20.0699658633675,-18.6719481705222,1.39801769284531
"177",1,24.0412220766302,-18.3009120600764,5.74031001655385
"178",-1,10.7527792721521,-7.29658910189755,3.45619017025456
"179",1,41.0674255923368,-34.9520930624567,6.11533252988011
"180",1,33.2978449796792,-24.2887775006238,9.00906747905537
"181",1,20.6950646603946,-10.9980470535811,9.69701760681346
"182",1,20.7824762619566,-13.5158522345591,7.26662402739748
"183",1,27.6348856242839,-18.4539756958839,9.18090992840007
"184",-1,21.340040746145,-19.3209477188066,2.01909302733839
"185",1,18.386902383063,-13.5504006757401,4.8365017073229
"186",1,20.3171050152741,-11.9052793108858,8.41182570438832
"187",-1,6.16199739510193,-1.88558332389221,4.27641407120973
"188",1,36.6052021167707,-28.4721766330767,8.13302548369393
"189",-1,39.8499126697425,-38.1012079154607,1.74870475428179
"190",1,13.7292459385935,-4.43843232817017,9.29081361042336
"191",1,16.0665521305054,-9.01642537675798,7.05012675374746
"192",1,31.332054042723,-21.4347812370397,9.89727280568331
"193",1,17.7008666656911,-12.090300694108,5.61056597158313
"194",1,42.2232432337478,-35.2422070270404,6.98103620670736
"195",-1,36.1940894043073,-32.1898920694366,4.0041973348707
"196",1,16.3956876320299,-10.0922162423376,6.30347138969228
"197",-1,31.0948333889246,-26.6599064320326,4.43492695689201
"198",1,27.6721949339844,-21.9873543246649,5.68484060931951
"199",-1,38.4034899098333,-36.1632130632643,2.24027684656903
"200",1,30.6417954480276,-22.4138142773882,8.2279811706394
"201",1,17.2609671810642,-9.6948168752715,7.56615030579269
"202",-1,26.1061190045439,-25.2899513230659,0.816167681477964
"203",1,9.55959186656401,-2.46249289484695,7.09709897171706
"204",-1,41.2468354322482,-38.6305208585691,2.61631457367912
"205",1,31.5555756969843,-24.4125000701752,7.14307562680915
"206",1,26.9260656414554,-21.593319051899,5.33274658955634
"207",-1,26.2326561077498,-26.1385276191868,0.0941284885630012
"208",-1,37.6526120724156,-34.1193988686427,3.5332132037729
"209",-1,5.38414267124608,-3.39147989405319,1.99266277719289
"210",1,30.1876583753619,-22.0088170596864,8.17884131567553
"211",-1,12.2361713135615,-6.79770739283413,5.43846392072737
"212",1,8.54222689755261,-2.3668444994837,6.1753823980689
"213",-1,15.6728985568043,-13.7590076739434,1.91389088286087
"214",-1,16.0955979290884,-15.9009241138119,0.194673815276474
"215",-1,34.2110513860825,-33.6596711759921,0.551380210090429
"216",1,4.65020724572241,2.14070306159556,6.79091030731797
"217",1,17.3636272642761,-9.1326133068651,8.23101395741105
"218",-1,25.8859753864817,-22.7957364101894,3.09023897629231
"219",-1,17.9752023820765,-16.7141177761368,1.26108460593969
"220",-1,21.0135321365669,-19.1862025251612,1.82732961140573
"221",-1,13.1037651759107,-9.63921598973684,3.46454918617383
"222",1,27.6580323337112,-18.6623210215475,8.99571131216362
"223",1,13.8342784123961,-4.43749778321944,9.39678062917665
"224",-1,2.91636149398983,-1.67589819990098,1.24046329408884
"225",1,35.2075650566258,-28.6116642667912,6.59590078983456
"226",1,29.1215718491003,-20.2396826678887,8.88188918121159
"227",1,11.702959376853,-3.1573276896961,8.54563168715686
"228",1,11.3915591221303,-3.56098308227956,7.83057603985071
"229",-1,9.96572267846204,-6.93554298370145,3.03017969476059
"230",1,39.7685562679544,-34.3539498141035,5.41460645385087
"231",-1,13.6777870031074,-12.689394610934,0.988392392173409
"232",1,30.5569265107624,-21.1442110245116,9.41271548625082
"233",1,29.3464754964225,-21.2403573771007,8.10611811932176
"234",1,10.2794693724718,-0.557462411234155,9.72200696123764
"235",1,13.0210160440765,-6.15009023109451,6.87092581298202
"236",1,36.7792570753954,-30.2080024615861,6.57125461380929
"237",1,38.9394081174396,-31.2041386053897,7.73526951204985
"238",1,6.54002221184783,2.72245662170462,9.26247883355245
"239",1,7.22997047123499,-0.171393061755225,7.05857740947977
"240",1,3.87934689410031,2.79117359779775,6.67052049189806
"241",1,11.4070195925888,-1.9998894224409,9.40713017014787
"242",-1,19.4428692082874,-17.3178009060211,2.1250683022663
"243",1,9.83636440942064,-5.10643131798133,4.72993309143931
"244",-1,31.1514383368194,-28.9236358366907,2.22780250012875
"245",-1,27.6930899487343,-25.5634450784419,2.1296448702924
"246",-1,18.3175691997167,-16.9213111477438,1.39625805197284
"247",-1,22.8071142639965,-21.832074066624,0.975040197372437
"248",-1,19.6583469607867,-17.0491722389124,2.6091747218743
"249",1,42.5623521918897,-33.7764291872736,8.78592300461605
"250",-1,2.00069540995173,0.33020684379153,2.33090225374326
"251",-1,37.9300406808034,-34.4195525115356,3.51048816926777
"252",1,15.3262828884181,-6.77960715838708,8.54667573003098
"253",-1,12.8634262876585,-8.43331064563245,4.43011564202607
"254",-1,26.6177216754295,-26.2673828727566,0.350338802672923
"255",-1,3.20909220841713,-1.16887869196944,2.04021351644769
"256",1,15.6380890344735,-9.23968070768751,6.39840832678601
"257",1,39.8524683492724,-35.347940105712,4.50452824356034
"258",-1,14.0136520552915,-9.82441719737835,4.18923485791311
"259",-1,14.2340480384883,-13.9020776713733,0.331970367114991
"260",1,40.7127700641286,-35.302322517382,5.41044754674658
"261",-1,31.4774339366704,-30.8734835777432,0.60395035892725
"262",1,38.1572529044934,-29.2791419918649,8.87811091262847
"263",-1,29.4738670752849,-28.0266899673734,1.44717710791156
"264",1,13.7001498753671,-7.54036711878143,6.15978275658563
"265",1,36.4214296313003,-28.4976444719359,7.92378515936434
"266",-1,40.7205757079646,-37.2638367721811,3.45673893578351
"267",1,40.5497493105941,-34.7472568158992,5.80249249469489
"268",-1,40.9256477293093,-35.8490791160148,5.07656861329451
"269",1,21.8670466414187,-13.4094515943434,8.4575950470753
"270",1,6.87004011357203,-1.50464759906754,5.36539251450449
"271",-1,14.7439183399547,-13.5499916120898,1.19392672786489
"272",1,16.7185776866972,-9.67264344915748,7.04593423753977
"273",1,4.03469555079937,3.91969094052911,7.95438649132848
"274",-1,4.07596683129668,-3.35774172097445,0.718225110322237
"275",-1,3.472809252562,0.335900039644912,3.80870929220691
"276",-1,29.5421446592081,-24.2553321912419,5.28681246796623
"277",1,15.3502320370171,-6.89060322358273,8.45962881343439
"278",1,22.5764400605112,-14.1535026486963,8.42293741181493
"279",1,24.5997602341231,-18.7963855231646,5.80337471095845
"280",-1,25.6950410921127,-23.9953861664981,1.6996549256146
"281",1,44.0011928742751,-34.0572412358597,9.94395163841546
"282",-1,12.1434362453874,-9.61879321956076,2.52464302582666
"283",1,39.9789342051372,-32.5186082394794,7.46032596565783
"284",1,25.7234377786517,-18.1115762516856,7.61186152696609
"285",-1,21.5104943467304,-17.4824636476114,4.02803069911897
"286",-1,38.4383494313806,-35.900457194075,2.53789223730564
"287",1,34.1046275908593,-27.3945476335939,6.71007995726541
"288",-1,13.3865272859111,-10.1650113752112,3.22151591069996
"289",1,40.4432382120285,-34.2376655654516,6.20557264657691
"290",-1,15.5143056705128,-14.4496810913552,1.06462457915768
"291",1,29.6024863852654,-20.1014720031526,9.50101438211277
"292",-1,39.027927297866,-34.8532771284226,4.17465016944334
"293",1,26.7280659708194,-18.2959586312063,8.43210733961314
"294",-1,9.47534991777502,-7.70853673689999,1.76681318087503
"295",1,35.3502099041361,-28.2838126260322,7.06639727810398
"296",1,27.5342951645143,-20.57972549228,6.95456967223436
"297",1,41.0346498910803,-34.2706330295186,6.76401686156169
"298",1,13.7768491043244,-7.64317163615488,6.13367746816948
"299",1,29.3934096349403,-20.8486106107011,8.54479902423918
"300",1,29.3511433596723,-21.371171430219,7.97997192945331
